accx,accy,accz,Total_Acceleration
1.019066,-0.1205366,0.1017617,1.031203194274751
1.018882,-0.1226586,0.1057878,1.0316766551138008
1.020013,-0.1250758,0.1045294,1.0329554062877062
1.018262,-0.12342,0.1014726,1.0307214393786324
1.017474,-0.1199092,0.09628423,1.0290297419741243
1.018954,-0.1130717,0.08711603,1.0289031373943083
1.019628,-0.1126833,0.08820557,1.0296208074149993
1.022794,-0.1187733,0.09679566,1.0342069730105892
1.024238,-0.1236332,0.09681245,1.0362052399313768
1.022783,-0.1286601,0.09896355,1.0355830583056158
1.020487,-0.1216789,0.1045728,1.0330222371149858
1.018146,-0.1085598,0.1034254,1.0291274560797607
1.019779,-0.1088185,0.1007337,1.030503737547293
1.019922,-0.1119293,0.097965,1.0307114996484175
1.018709,-0.1133349,0.09971603,1.0298330509737834
1.01998,-0.1183985,0.1044111,1.0321235793282992
1.019301,-0.1204352,0.1033368,1.031580176348053
1.019243,-0.1191445,0.1036703,1.031406435907465
1.020169,-0.1172693,0.1030473,1.0320443901890946
1.020892,-0.1156951,0.09924684,1.0322091682784045
1.022771,-0.1140429,0.1006844,1.0340230412736315
1.021553,-0.1116856,0.1009733,1.0325888883622802
1.019811,-0.1127778,0.09797125,1.0306947529314403
1.020246,-0.1157433,0.09568395,1.0312389782676432
1.019291,-0.1176716,0.09453667,1.0304066818990687
1.019258,-0.1198846,0.09875904,1.0310249928410473
1.020736,-0.1220551,0.1019772,1.0330531343797618
1.02095,-0.1229782,0.09536033,1.0327420455820266
1.020491,-0.1229688,0.0894662,1.031759374949838
1.018685,-0.1273395,0.09512551,1.0310108341516155
1.01566,-0.1323291,0.09949626,1.0290654653911955
1.014788,-0.1290268,0.0935352,1.0272251134494716
1.016499,-0.1264244,0.08903516,1.0281928834769214
1.017849,-0.1305193,0.09061235,1.0301759424709998
1.017682,-0.1334039,0.0951518,1.0307895608233768
1.018149,-0.1343639,0.09541539,1.0313996027113168
1.019854,-0.1352028,0.08827355,1.032557116131327
1.01988,-0.134048,0.08632477,1.0322674297969265
1.019121,-0.130632,0.08841135,1.0312559812548108
1.020479,-0.1237461,0.08892948,1.0317940390985403
1.020595,-0.1187719,0.09169096,1.0315658730300898
1.01634,-0.1228884,0.09336454,1.0279909979099875
1.010611,-0.1271927,0.09647738,1.023142444191401
1.009013,-0.1263233,0.09873661,1.0216720258704268
1.015016,-0.1272799,0.09565399,1.0274275346723631
1.024026,-0.1282842,0.09367285,1.0362724967269772
1.027664,-0.1268202,0.09123625,1.039471362442517
1.022425,-0.1237509,0.09207211,1.0339944097119973
1.015007,-0.1184518,0.09727551,1.0265147655138722
1.014774,-0.1167494,0.09721817,1.0260838494267945
1.017851,-0.1195661,0.09511668,1.0292540470090135
1.019387,-0.122615,0.09318756,1.0309550016042182
1.021093,-0.127409,0.09117061,1.0330421327602142
1.022092,-0.1329988,0.08834874,1.034488393905426
1.024232,-0.1371418,0.08291186,1.0366935128859927
1.025311,-0.1370559,0.08417797,1.0378501322826583
1.022033,-0.1326478,0.08893409,1.034435190960733
1.020125,-0.1313045,0.09058986,1.0325223533076993
1.02158,-0.1313929,0.09359861,1.0342390876215914
1.022957,-0.1304528,0.08988711,1.035151510369855
1.022148,-0.1311713,0.08314939,1.0338792312959295
1.021799,-0.129933,0.08544598,1.0335650905425162
1.022725,-0.12945,0.08920975,1.0347376999124285
1.02178,-0.1298041,0.09270112,1.0341551964894167
1.020903,-0.1291798,0.09538713,1.0334549146947227
1.019081,-0.1314214,0.09300598,1.031720786479908
1.017221,-0.1307161,0.08966654,1.0294976202186101
1.019547,-0.1297491,0.0850963,1.0312867178595388
1.02177,-0.1314277,0.08486652,1.033677657417534
1.022134,-0.1300428,0.09020624,1.0343143668743937
1.020713,-0.12967,0.09193836,1.033015972436288
1.018487,-0.1264872,0.09482185,1.0306822809043834
1.020331,-0.1216853,0.09602326,1.0320383366222972
1.024399,-0.1237275,0.09321579,1.0360458430796264
1.026768,-0.1256856,0.09616013,1.03889179728833
1.023704,-0.1266484,0.09626289,1.0359904636770128
1.016694,-0.1295852,0.0936784,1.0291912632361393
1.014855,-0.1305618,0.09637986,1.027748087839554
1.017545,-0.1307506,0.09372395,1.0301833454434033
1.022063,-0.132542,0.08767998,1.0343442060676902
1.026897,-0.1333249,0.08567856,1.0390542782803425
1.025257,-0.1305165,0.08656764,1.0371501478168048
1.022442,-0.1272591,0.09069055,1.0343148929393373
1.022451,-0.1272733,0.09289061,1.0345207613770069
1.020104,-0.1283251,0.0938754,1.0324205019424837
1.02014,-0.1283409,0.09409445,1.0324779763915608
1.020892,-0.1312988,0.08774074,1.0330335367262709
1.018699,-0.1355125,0.08286672,1.031008333400273
1.020304,-0.1344378,0.08534326,1.0326554345532044
1.021516,-0.1330899,0.08715508,1.0338297092402677
1.019417,-0.1343694,0.08454642,1.031704537491319
1.019312,-0.1330156,0.08216647,1.0312329668797544
1.019448,-0.1309374,0.08197219,1.0310859650660347
1.019434,-0.1304731,0.08141334,1.0309689821277679
1.019916,-0.1303047,0.08193577,1.0314656718978015
1.021041,-0.1308757,0.08301135,1.0327361990171122
1.022935,-0.1312099,0.08233391,1.0345969866662565
1.022019,-0.1301826,0.08148748,1.033494342074745
1.019952,-0.1287306,0.0808414,1.0312172329990998
1.019616,-0.1278461,0.07912684,1.0306417755697639
1.020933,-0.12823,0.07829138,1.0319286136023678
1.023061,-0.1298541,0.08406305,1.0346895637741362
1.022242,-0.1327524,0.08944957,1.0346995369878857
1.020867,-0.1339906,0.08930405,1.0334883288764138
1.021939,-0.1311592,0.09046032,1.0342848374408968
1.0223,-0.1299701,0.08898517,1.0343635131683342
1.022302,-0.1318892,0.08799444,1.0345236400158064
1.022254,-0.1332979,0.08816496,1.0346712670371259
1.021854,-0.1345662,0.08428234,1.0341166144755223
1.02155,-0.1345454,0.08217843,1.0336441174400524
1.020452,-0.1327403,0.07869633,1.0320539636586639
1.020845,-0.1305122,0.08222699,1.0324336425447884
1.022117,-0.1299787,0.09207467,1.03445414059701
1.02201,-0.1310084,0.09071004,1.0343577487152893
1.021345,-0.1304504,0.08943905,1.0335193561564595
1.019568,-0.1309109,0.08990725,1.0318623377008063
1.018964,-0.1335309,0.08475873,1.0311654459212753
1.019953,-0.134933,0.08210002,1.0321101927517238
1.020229,-0.1333701,0.08282999,1.0322381523943058
1.021055,-0.1308107,0.0833716,1.0327708245036988
1.021071,-0.1317208,0.08116628,1.0327266439879812
1.020661,-0.1317594,0.08155611,1.032356922526164
1.021936,-0.1295996,0.08296459,1.0334565146197627
1.022134,-0.1307231,0.08172553,1.0336950735508954
1.020409,-0.1309249,0.08590207,1.0323541167406147
1.018856,-0.130051,0.0888332,1.0309569092640294
1.019397,-0.1323367,0.08674576,1.031604610620691
1.020827,-0.1376059,0.08469208,1.0335356288287967
1.020824,-0.1435455,0.08264005,1.034174224881984
1.020529,-0.1415072,0.08415007,1.0337238324493854
1.019106,-0.1359702,0.085247,1.03166466719232
1.017155,-0.1356582,0.0835779,1.0295594721144814
1.01749,-0.1323452,0.08392508,1.029487528392669
1.018337,-0.1286947,0.08773506,1.0301796018803195
1.018905,-0.129707,0.09207862,1.0312467101208636
1.018994,-0.1296935,0.09097123,1.0312346680877067
1.01826,-0.1313971,0.08822138,1.0304861170231816
1.018166,-0.1338985,0.08713036,1.0306223903505976
1.018076,-0.1356536,0.08494207,1.0305803201230097
1.019054,-0.1372654,0.08294387,1.0315970776052716
1.020879,-0.1353187,0.07941934,1.0328661649878583
1.020772,-0.1344627,0.07688773,1.032456980556499
1.019931,-0.1325045,0.08010541,1.0316169657351113
1.019357,-0.1288813,0.08462501,1.0309512477591705
1.020142,-0.1308347,0.08718603,1.0321864282750723
1.021285,-0.1311539,0.08799834,1.0334254228307749
1.01964,-0.1297853,0.08708227,1.0315489689997481
1.018241,-0.1308924,0.08552785,1.0301759886467858
1.018862,-0.1293406,0.08522969,1.0305691951100886
1.019617,-0.1280308,0.08895445,1.0314667258871915
1.019715,-0.1283974,0.09317888,1.0319820140049991
1.019507,-0.1283714,0.09121262,1.0315975384975598
1.021295,-0.1278936,0.08811196,1.033036285636183
1.022934,-0.1276289,0.08732186,1.034557012302884
1.022183,-0.1298882,0.08373844,1.0337993791456221
1.021637,-0.1308192,0.0827008,1.0332933974328298
1.020598,-0.1284513,0.08449026,1.0321136653055987
1.018887,-0.126481,0.08278491,1.0300395640234934
1.019161,-0.1275068,0.08408426,1.0305422314233355
1.019916,-0.1319863,0.08576054,1.031990261904046
1.019602,-0.1345073,0.08327454,1.0318018710825743
1.020735,-0.1333157,0.08140418,1.0326178657242777
1.021278,-0.1327355,0.07878516,1.0328768405189823
1.018878,-0.1326756,0.08098401,1.0306665821666288
1.019219,-0.131761,0.08581952,1.0312775189516303
1.021986,-0.1319502,0.08452033,1.033929362025931
1.022246,-0.134115,0.08541258,1.0345380740036862
1.02124,-0.1344598,0.08738365,1.0337535865492136
1.019609,-0.1311532,0.08693078,1.0316785522936145
1.018947,-0.1281725,0.08858837,1.0307905111439992
1.019762,-0.1295836,0.08909786,1.0318162989067092
1.019384,-0.1317978,0.09038661,1.0318353254314043
1.019324,-0.1301619,0.09029783,1.031560582462474
1.019633,-0.1301412,0.08450735,1.0313727157679045
1.019283,-0.1316379,0.08087192,1.0309251370734425
1.019523,-0.1317867,0.08160151,1.0312389093998393
1.020173,-0.1342005,0.08420486,1.032401657581423
1.022936,-0.1346883,0.08477148,1.0352416153122326
1.026194,-0.1341317,0.08319102,1.038261134970163
1.025169,-0.1347348,0.08445544,1.0374283908962747
1.022234,-0.1306302,0.08451391,1.034006383390126
1.01841,-0.1270172,0.08492865,1.0298083184683753
1.013645,-0.1273701,0.08635853,1.0252595398740607
1.014617,-0.1273091,0.08418038,1.026031968317145
1.017864,-0.1274314,0.08511177,1.0293346868703557
1.017225,-0.1296548,0.08642056,1.029089685585641
1.019428,-0.1326851,0.08410816,1.0314615676430197
1.022263,-0.1330224,0.08310888,1.034226129048002
1.021587,-0.132084,0.08016301,1.0332048634212192
1.020767,-0.128511,0.07662198,1.0316740150014057
1.017805,-0.1229166,0.07827945,1.0281844099541981
1.017798,-0.1249864,0.08425404,1.028898980583265
1.021836,-0.1295362,0.08564798,1.0335685823807341
1.023378,-0.1303909,0.08148957,1.0348646615406263
1.024073,-0.1305909,0.08467484,1.035832670377236
1.022197,-0.1260802,0.08821116,1.0337137574733082
1.020102,-0.1231668,0.08647065,1.0311427274328528
1.021246,-0.1262211,0.08750284,1.0327303160115304
1.022246,-0.1268935,0.08295305,1.0334263657186962
1.022881,-0.1277444,0.07912545,1.0338592789785572
1.021635,-0.1289315,0.08473824,1.0332192285452046
1.020924,-0.1284659,0.08717847,1.0326613127595856
1.019791,-0.1295346,0.08536979,1.0315235805946483
1.01609,-0.1277364,0.08491139,1.0276017809135463
1.016643,-0.1266287,0.09015359,1.0284578197002432
1.018899,-0.1288373,0.09338777,1.0312494837127741
1.020067,-0.1274818,0.08302154,1.0313490533879457
1.021257,-0.1284242,0.07459499,1.031999538627678
1.020614,-0.1338588,0.07991183,1.0324519436309803
1.019587,-0.1368123,0.08517682,1.032245293845219
1.017337,-0.1344476,0.08289455,1.0295252474487755
1.016364,-0.1276174,0.08407489,1.0277891653482596
1.018771,-0.1240074,0.08564776,1.0298581089105323
1.020942,-0.1232476,0.08209955,1.0316263249742914
1.021323,-0.122098,0.08619578,1.032200709369456
1.020792,-0.1226953,0.08971486,1.0320461230056095
1.022687,-0.1218514,0.08802763,1.033675639305859
1.02367,-0.1220874,0.09031209,1.0348728790237611
1.019899,-0.1233369,0.08871301,1.0311527332291128
1.017381,-0.124236,0.08695664,1.0286205034399662
1.020389,-0.1276007,0.08652167,1.0319697909052759
1.023884,-0.1267521,0.08163972,1.0349249171761634
1.021753,-0.1248237,0.07965219,1.0324265690413463
1.019425,-0.1245585,0.08132876,1.030221586723161
1.018896,-0.1214556,0.08539719,1.02965683683801
1.016787,-0.123494,0.08881566,1.0281025206010517
1.016458,-0.1260839,0.08734129,1.0279652311931928
1.016084,-0.1216043,0.08477703,1.0268405161708953
1.018847,-0.1188487,0.08260607,1.0290762778830027
1.023973,-0.1193653,0.08173948,1.0341422156375595
1.019743,-0.1197754,0.08398118,1.0301819116487887
1.016427,-0.1212244,0.08740009,1.0273548448400718
1.021919,-0.1254559,0.0881028,1.0333536320029315
1.025077,-0.1293792,0.08714885,1.0368783705806397
1.025249,-0.128045,0.0868901,1.0368610917109438
1.024711,-0.1262703,0.08377249,1.0358545516933784
1.022941,-0.1262819,0.08005285,1.0338103629494788
1.021915,-0.125463,0.07997915,1.0326896416778482
1.021757,-0.1278541,0.07905167,1.0327551522338676
1.021835,-0.1292022,0.07723353,1.032862524185141
1.021238,-0.1262278,0.08217728,1.032285626890658
1.020903,-0.1261381,0.09058179,1.0326465108449328
1.019398,-0.1248183,0.09380889,1.0312865742663007
1.0169,-0.1224034,0.09314177,1.0284666215538025
1.018283,-0.1244925,0.08993386,1.0297993735770816
1.019588,-0.1250943,0.08793666,1.0309903635866076
1.01885,-0.1249237,0.08813772,1.030257012113234
1.018999,-0.1239843,0.08795653,1.03027540969254
1.017655,-0.1209807,0.09043269,1.0288032368816333
1.017879,-0.1207328,0.09057128,1.0290078835449603
1.019592,-0.1211662,0.09116625,1.0308056944087487
1.019244,-0.123753,0.09240398,1.0308790579233047
1.019651,-0.1270086,0.08586243,1.0311118771309276
1.019465,-0.1264638,0.08320327,1.0306428882373047
1.019173,-0.1264944,0.08329193,1.0303649755127962
1.019809,-0.1272418,0.08107823,1.030909574855221
1.019181,-0.1277077,0.08268112,1.03047335482522
1.019495,-0.1262277,0.0835521,1.0306718394749612
1.019778,-0.1243435,0.08525853,1.0308624991792121
1.020253,-0.127305,0.08611201,1.0317645202759398
1.022243,-0.1304138,0.08824243,1.0342993941464653
1.022296,-0.1304232,0.09293447,1.0347638080395067
1.021207,-0.127181,0.08740894,1.032801561967217
1.020592,-0.1217094,0.08250078,1.0311292776431906
1.020688,-0.1200573,0.08716869,1.031414625232552
1.021118,-0.1227065,0.09013824,1.0324067790248896
1.020648,-0.1242503,0.09086485,1.0321903399662353
1.020834,-0.1215108,0.09084389,1.0320462888954993
1.020796,-0.118966,0.08779013,1.0314477639208963
1.019934,-0.1199858,0.08679176,1.0306283356096597
1.020202,-0.122183,0.09207658,1.0316098598198336
1.021135,-0.1243844,0.09525821,1.0330838754722504
1.021995,-0.1239865,0.09411021,1.0337810038076216
1.022282,-0.122905,0.09242473,1.0337835640329036
1.02229,-0.124012,0.08634736,1.0333981260012859
1.022236,-0.1236643,0.08175773,1.0329296322621608
1.022095,-0.1231035,0.08471664,1.032961552929314
1.022009,-0.1230613,0.08768471,1.0331191063989058
1.02038,-0.1219493,0.08610855,1.0312427738188483
1.018655,-0.12298,0.08618254,1.029664760796373
1.018125,-0.1239044,0.08887408,1.0294801688523225
1.016268,-0.1216302,0.08810863,1.0273060323275225
1.014853,-0.1203501,0.08868306,1.0258047783618351
1.016995,-0.1220635,0.08923717,1.028173915525413
1.019053,-0.1245664,0.08536501,1.030181047073892
1.018119,-0.1249478,0.08460996,1.0292410292137804
1.018539,-0.1222743,0.0863954,1.029483785254848
1.020341,-0.1195249,0.08812156,1.0310903778708458
1.020415,-0.118807,0.08816615,1.0310844511871093
1.021908,-0.1181566,0.08748509,1.032429456941184
1.023996,-0.1174678,0.08833936,1.0344903743283693
1.024485,-0.1183863,0.08184867,1.034545328167625
1.02512,-0.1182194,0.07650382,1.0347461888844784
1.023884,-0.1179613,0.08660638,1.034289117611896
1.021244,-0.1202422,0.09842158,1.0329977258477079
1.019876,-0.1217883,0.09839518,1.031824140461989
1.018095,-0.1246265,0.09210567,1.0298216583338102
1.016068,-0.1310968,0.08445234,1.0279653444186314
1.016961,-0.1348248,0.0776377,1.028792989224426
1.020785,-0.1316228,0.08516029,1.0327530453587268
1.023171,-0.1279894,0.09973782,1.0359574385522372
1.021861,-0.1294266,0.09984689,1.0348529120368903
1.019083,-0.1291929,0.09571305,1.0316888844219039
1.017954,-0.1267318,0.09043149,1.0297908280961043
1.020559,-0.1265624,0.08151422,1.0316022884992881
1.023772,-0.1270419,0.08438227,1.0350696207646917
1.024165,-0.1297363,0.08961326,1.0362316300569663
1.024125,-0.1324101,0.08828405,1.0364161923143678
1.022127,-0.1333738,0.08947643,1.034668162350125
1.017759,-0.1329774,0.08938337,1.030294015232699
1.018164,-0.1293422,0.08784779,1.030099300943712
1.019983,-0.1267334,0.0883145,1.031613360651562
1.018756,-0.1251868,0.08865366,1.030240260260506
1.019756,-0.127554,0.08864789,1.0315186720818252
1.019756,-0.1326878,0.08730715,1.0320517866105183
1.018933,-0.1296181,0.0863843,1.030770370947429
1.021144,-0.1278359,0.08504438,1.0326226961646712
1.021757,-0.1322964,0.08262065,1.0335936707954352
1.022396,-0.1357794,0.08175314,1.0346077528127362
1.022788,-0.1391595,0.08068004,1.0353598061730287
1.022324,-0.1334205,0.08366568,1.0343825872500525
1.023615,-0.1245207,0.08772072,1.0348854997876857
1.022696,-0.1268266,0.08411364,1.0339570587396798
1.022405,-0.1275599,0.08259914,1.0336373300349353
1.021916,-0.125181,0.08656909,1.0331876892222576
1.016982,-0.1279452,0.08815594,1.0287826943938763
1.014804,-0.1282375,0.08656321,1.0265306640075367
1.017978,-0.1272308,0.08371628,1.0293081659491867
1.02257,-0.1278494,0.08108275,1.0337162503936572
1.023087,-0.1257885,0.07861166,1.0337840922500239
1.020983,-0.1249446,0.08028532,1.0317282452107543
1.020867,-0.1278697,0.08337648,1.0322169003093682
1.019158,-0.1310137,0.08071335,1.0307095921839053
1.019881,-0.1311566,0.07988247,1.0313779699498438
1.022919,-0.1298859,0.08213536,1.0343983009180455
1.021859,-0.1308096,0.08191352,1.0334489789495902
1.020885,-0.1307489,0.0816655,1.0324585763925156
1.019057,-0.1310253,0.08016942,1.030568743166717
1.01704,-0.1357661,0.07846077,1.0290572811744751
1.01835,-0.1404726,0.07901254,1.0310248567944478
1.018236,-0.1412901,0.07778195,1.030930393285508
1.017752,-0.1404002,0.07325466,1.0299988324632974
1.018462,-0.1436743,0.06887585,1.0308496653914732
1.01938,-0.1464588,0.07012072,1.0322318924886782
1.022407,-0.1399941,0.07591562,1.034735523234703
1.024753,-0.132902,0.07957953,1.036394979825752
1.024566,-0.131462,0.08095504,1.0361329375622617
1.024441,-0.1306973,0.08122584,1.0359337738446388
1.023631,-0.1310493,0.08093684,1.0351546335020074
1.021504,-0.1343655,0.08226968,1.033582512358618
1.021849,-0.1386746,0.08238871,1.034501775262674
1.023488,-0.1430795,0.08043603,1.0365661505115873
1.024454,-0.1459939,0.07778891,1.0377241114439801
1.027167,-0.1475441,0.07410929,1.040352581675133
1.026736,-0.1508084,0.07640137,1.0405609816557784
1.023176,-0.1495573,0.08244215,1.0373298516170797
1.02186,-0.1441922,0.08154024,1.0351995270864922
1.020367,-0.1439265,0.07784658,1.0334039588219828
1.021373,-0.1420675,0.07426736,1.0338769851614937
1.023305,-0.1371993,0.07120461,1.0349139420409514
1.021698,-0.1368006,0.07120263,1.0332719980156613
1.022153,-0.1427302,0.07117411,1.0345213479360067
1.022636,-0.1495131,0.07209255,1.0360192523950087
1.021395,-0.1440441,0.0701243,1.0338829074031064
1.020755,-0.1375944,0.0662862,1.032117652812314
1.018996,-0.1411849,0.06874041,1.0310243779712378
1.019993,-0.1406597,0.07043117,1.0320520437267973
1.021769,-0.1393835,0.07076005,1.0336569228275174
1.020489,-0.1410746,0.0725077,1.0327425663956387
1.021054,-0.1398758,0.07223797,1.0331189837822945
1.022932,-0.1402652,0.074205,1.0351669358031292
1.023723,-0.1402023,0.07570737,1.036048778545975
1.023038,-0.138135,0.0744166,1.0350004145045353
1.020668,-0.1375858,0.07326648,1.0325022981462222
1.017759,-0.1389575,0.07214635,1.0297318411633063
1.014837,-0.1411977,0.07546475,1.027387879793631
1.017029,-0.1404289,0.08050477,1.0298297338827243
1.021478,-0.1397909,0.07926054,1.0340411178516558
1.019325,-0.1420907,0.07362213,1.0318107581709095
1.018399,-0.1435559,0.07024209,1.0308631193487223
1.020553,-0.1449044,0.06950133,1.0331292977261506
1.018936,-0.1455204,0.06909397,1.031591360763806
1.019081,-0.147395,0.07103561,1.0321324665342486
1.019148,-0.150936,0.0709672,1.0327055076234657
1.017163,-0.1475942,0.06943003,1.0301578255337582
1.018301,-0.1429756,0.07357591,1.0309182136952901
1.018454,-0.144636,0.07683562,1.0315385766479044
1.019086,-0.1448829,0.07768339,1.0322606449876417
1.022756,-0.1439115,0.07817467,1.0357855156343223
1.024152,-0.1447761,0.0744613,1.0370110527052736
1.02286,-0.1440279,0.07268436,1.0355045300562522
1.021539,-0.1419849,0.07372939,1.0339911330851836
1.021926,-0.1382919,0.07269446,1.0337997308939006
1.020828,-0.1345144,0.07196462,1.0321641516363105
1.018435,-0.1346973,0.07226021,1.029842099450947
1.019487,-0.1374591,0.07384044,1.031358889000916
1.019893,-0.1415534,0.07656938,1.0325124534135868
1.018998,-0.144364,0.07849786,1.0321626821991674
1.019661,-0.1430633,0.07797282,1.032596447498558
1.019461,-0.1411873,0.07602266,1.0319951690951685
1.019302,-0.1372998,0.0755589,1.031279278204139
1.01978,-0.1318656,0.07478972,1.0309865600874912
1.020237,-0.1352211,0.07463523,1.031861763809166
1.020954,-0.1407973,0.07555159,1.0333823070649206
1.020077,-0.1371371,0.07483302,1.0319707607329436
1.018554,-0.1337564,0.07587342,1.0300969863655831
1.017701,-0.1336311,0.07679268,1.0293054512581736
1.016524,-0.1334434,0.0752032,1.027999856454173
1.017306,-0.1355881,0.07481162,1.0290249797670776
1.019716,-0.1347079,0.07491799,1.0312999777969794
1.019323,-0.1332084,0.0751168,1.0307309977883659
1.017351,-0.1344091,0.07467759,1.0289050518935252
1.01671,-0.1327017,0.07302094,1.0279304562865008
1.01814,-0.1316008,0.07191392,1.0291255715656893
1.02037,-0.1324194,0.0722113,1.0314573700565866
1.019584,-0.1345625,0.0740713,1.0310893059992137
1.01879,-0.1370743,0.07404372,1.0306332520794819
1.019997,-0.1351569,0.07339988,1.0315274160247145
1.019289,-0.1343615,0.07531443,1.0308614560499751
1.019233,-0.1368448,0.07591377,1.0311766619021463
1.019822,-0.1378271,0.07628165,1.0319167172330976
1.019299,-0.1364286,0.07840084,1.0313728259032546
1.020475,-0.1336307,0.07822336,1.0321556489489265
1.020996,-0.1329225,0.07710193,1.0324950027152553
1.019846,-0.1334015,0.0780748,1.0314928493757434
1.019367,-0.1329982,0.07796333,1.0309587201808463
1.020357,-0.1316229,0.0762752,1.0316350621166623
1.022286,-0.1307386,0.07278632,1.0331791208232493
1.022278,-0.1349475,0.06787617,1.0333781067422123
