accx,accy,accz,Total_Acceleration
0.9290488,0.1654344,0.3710197,1.0139801927418948
0.9261867,0.1648347,0.3766423,1.0133369152114562
0.9264486,0.1659567,0.3811488,1.0154422890830823
0.9271905,0.1658329,0.3787897,1.015216435465241
0.9260014,0.1668228,0.3774628,1.0137981084938164
0.9279754,0.1658945,0.375984,1.0149006337525905
0.9284521,0.163757,0.3740491,1.014274315091445
0.9261052,0.1648095,0.3730597,1.0119320888880736
0.9263029,0.1657037,0.3727098,1.0121301170097352
0.9262385,0.1662569,0.3755263,1.0132024070596901
0.9243525,0.1668436,0.3790392,1.0128845177283785
0.9237921,0.166702,0.3783373,1.0120872064193382
0.9262036,0.1668403,0.3766689,1.0136904135801323
0.9296342,0.1674627,0.378361,1.0175561645540407
0.9286563,0.1688079,0.3780061,1.0167532848578902
0.9258526,0.1699024,0.3770511,1.0140204112658335
0.9267711,0.1711001,0.3781404,1.015465449007193
0.9283339,0.1713031,0.3752953,1.015871617952244
0.9292867,0.1702998,0.3723482,1.0154895246727906
0.9287412,0.1710129,0.3710461,1.0146333509544518
0.9272728,0.1710289,0.3702156,1.0129883122417602
0.9296986,0.1701122,0.3718474,1.015651582146929
0.9314896,0.1691702,0.3733589,1.017687722086402
0.9295458,0.16651,0.375658,1.0163168341426014
0.9269009,0.1660864,0.3758513,1.0139004736153643
0.9244171,0.1671845,0.3741789,1.0111911199263321
0.926267,0.1664605,0.3731155,1.01237089531925
0.9291934,0.1666038,0.3670588,1.0128619666249887
0.9275548,0.1670337,0.3638358,1.010264645179851
0.9272357,0.1677341,0.3668865,1.0111906227509975
0.9285834,0.1702179,0.368645,1.013479353643166
0.9281897,0.1716544,0.3721309,1.0146342981391177
0.9284649,0.1716765,0.3744815,1.0157540475068312
0.9275581,0.1722598,0.3747162,1.0151106826913459
0.9257261,0.1717983,0.3769904,1.0142017697658883
0.9267106,0.1684348,0.3769983,1.0145395685759575
0.9280775,0.165736,0.3768609,1.0152932609108858
0.9282669,0.1678435,0.3768159,1.015795796713429
0.9282847,0.1716617,0.3753345,1.0159016735842255
0.9283949,0.1722728,0.3755074,1.0161696784595622
0.9279578,0.1695487,0.3721566,1.0140774009788849
0.927025,0.1674013,0.3701985,1.0121489392717555
0.9272018,0.1697733,0.3758822,1.0147973096106286
0.9262841,0.1729741,0.378877,1.0156131420539123
0.9258037,0.1722827,0.3761856,1.0140559280928938
0.9270602,0.1716658,0.3737516,1.0141992012500503
0.9260861,0.1717135,0.3754099,1.013929772574743
0.926222,0.1703439,0.3775481,1.0146165804700906
0.926851,0.1707265,0.3764302,1.0148398935178347
0.9262643,0.1712064,0.3730037,1.013118425984416
0.9286332,0.1705059,0.3682919,1.0134450185790347
0.9306138,0.1709716,0.37275,1.0169640579966435
0.9309785,0.1707023,0.3815802,1.0205212843050262
0.9314772,0.1697875,0.3805102,1.020424216480641
0.9319309,0.1689796,0.3774511,1.0195678694830375
0.9321866,0.1674401,0.3732371,1.0179950771609754
0.9303442,0.1663605,0.3692832,1.0146852853156638
0.9285077,0.166745,0.3741585,1.0148522193435554
0.9274212,0.1689314,0.3788218,1.0159497311730732
0.9273728,0.1708713,0.3800488,1.016687956909577
0.9287374,0.1710844,0.3805886,1.0181702767867857
0.9288999,0.1708041,0.3798332,1.0179893538829667
0.9293689,0.170505,0.3819756,1.0191682227716727
0.9285679,0.1700784,0.3824072,1.0185284844660998
0.9276599,0.1693449,0.3769831,1.0155524816126589
0.9293831,0.1701047,0.3724114,1.0155682184755783
0.9291803,0.1714875,0.370698,1.0149881771569262
0.9303112,0.1707142,0.3702603,1.015733703626679
0.9330751,0.1706016,0.3703022,1.0182621310288476
0.9321647,0.1713151,0.3690997,1.0171108493936096
0.9274486,0.1717071,0.3696608,1.0130613707416791
0.9214067,0.1734312,0.3728421,1.0089994645542386
0.9231137,0.1737105,0.3751405,1.0114566899665995
0.9273053,0.1712402,0.3770465,1.0155699821609439
0.9257001,0.1685077,0.3790741,1.0144026288363561
0.9269781,0.1673795,0.3812296,1.0161891078022929
0.9286004,0.1681841,0.3815276,1.0179135051342674
0.9288942,0.1682957,0.3814142,1.018157487520359
0.9297654,0.1683096,0.3829037,1.0195131504610473
0.9266494,0.1708688,0.3766117,1.014747076818007
0.9258599,0.1732546,0.3690117,1.0116339978401576
0.9267779,0.1733086,0.3721808,1.0136427845404958
0.9260044,0.1728494,0.3736641,1.0134031396875234
0.9267563,0.171284,0.3710861,1.0128772590293948
0.9261866,0.1685286,0.3728173,1.0125296273279167
0.9263159,0.1691175,0.3753236,1.0136713866515221
0.9270671,0.1712403,0.3794403,1.0162438632093136
0.9277551,0.1709798,0.3829644,1.018147999679521
0.9296898,0.1725911,0.3776154,1.0181867227284052
0.9274756,0.1744584,0.3728931,1.0147393684850952
0.9258401,0.1734183,0.3771551,1.014642679468447
0.9293461,0.1732998,0.3791556,1.0185656401413754
0.9315546,0.1728963,0.3770916,1.0197476051089358
0.9304854,0.1719978,0.3781179,1.0189992488311312
0.9289204,0.1730974,0.379889,1.0184161584263676
0.9285483,0.1740253,0.3802694,1.0183769277872217
0.9281632,0.1736572,0.3782131,1.0171965876651818
0.9281222,0.1733617,0.3750123,1.015922891912088
0.927213,0.1737798,0.3752696,1.0152589024190826
0.9254334,0.1732812,0.3755328,1.0136460111818326
0.9266514,0.1714697,0.3743125,1.013999271595547
0.9267545,0.1692427,0.3749125,1.0139410127960058
0.9261471,0.1668682,0.3734425,1.0124488865201542
0.9286369,0.1649983,0.3706716,1.0134043448155627
0.9276121,0.1607994,0.3679362,1.0107906323157185
0.9193808,0.1531122,0.3585966,0.9986470461224226
0.90814,0.1492517,0.34987,0.9845828286400743
0.8991767,0.1581886,0.3469748,0.9766953889662273
0.8915449,0.172824,0.3350754,0.9679855202311499
0.8900645,0.1784005,0.3234636,0.9636753878176302
0.8938406,0.1858981,0.3341459,0.9721947357802242
0.8830987,0.2030721,0.3452597,0.9696936898754112
0.8745633,0.2066322,0.3435779,0.9620829512844202
0.8895147,0.1932937,0.3583019,0.978253089706028
0.9041706,0.1869954,0.3847768,1.0002724325621295
0.9178303,0.1850246,0.3919623,1.0150275891937814
0.9523555,0.1626353,0.3827805,1.0392074626207175
0.9907662,0.1384194,0.3769652,1.0690558242532708
0.9899707,0.1572092,0.3732466,1.069611959466932
0.9698239,0.197965,0.3551092,1.0515945426640678
0.9713756,0.2350114,0.3260407,1.051239008247796
0.9518923,0.2969471,0.29025,1.0385189422912324
0.9231002,0.3354184,0.2524577,1.0140780899851303
0.9476637,0.2894111,0.2319797,1.0176639201195008
1.008766,0.2255603,0.202478,1.0533202894543
1.069117,0.1938411,0.1615828,1.0984964874746075
1.068734,0.1890499,0.1649377,1.0977871707791544
1.031107,0.2189493,0.1815654,1.069619762297168
1.024973,0.2586564,0.1811138,1.0725087377454787
0.9846557,0.290901,0.2083677,1.0476580251908445
0.9539213,0.3134726,0.2232182,1.0286191143254582
1.009529,0.3219045,0.1885507,1.0762540013545778
1.03683,0.3320277,0.1646428,1.101074972042835
1.006967,0.3308825,0.1711098,1.07365931819702
0.9711366,0.3195589,0.1999512,1.041731572340116
0.9248494,0.3152873,0.2487924,1.0082907083373376
0.887129,0.304884,0.2930129,0.9827556540989271
0.8782788,0.3060605,0.3266491,0.9857719384931284
0.8874284,0.3121658,0.356113,1.0058792773415703
0.8879131,0.2956303,0.3901812,1.013917312340183
0.898795,0.2618023,0.4280365,1.0293629785661325
0.9172977,0.2050242,0.4473821,1.0409710545501925
0.8890845,0.1778421,0.4461751,1.0105301977341745
0.8334353,0.2047672,0.4470781,0.9676894300247058
0.7805059,0.2164556,0.4547553,0.9288944340366455
0.7611046,0.2174129,0.4569547,0.9139782158671288
0.7915521,0.2126109,0.4698276,0.9447201149202762
0.8032852,0.1853882,0.4981404,0.9632132450036388
0.7882579,0.1836065,0.522301,0.9632550017288568
0.7815199,0.1997547,0.5435126,0.9726670759447243
0.7588909,0.2234329,0.5475842,0.9621258311649573
0.7186269,0.2716343,0.5439551,0.941327235957884
0.6960658,0.2865743,0.5577871,0.9368878675041854
0.70179,0.2718429,0.5639844,0.9404712488023066
0.7297977,0.2891296,0.5612482,0.9649871245382966
0.791946,0.312793,0.5582344,1.0181569491529094
0.8516093,0.3168016,0.5433772,1.05870696374818
0.8441189,0.316017,0.5270588,1.0441237667459016
0.803984,0.3112085,0.5164714,1.004979457375229
0.7901217,0.3064895,0.5098177,0.9890107186751972
0.8057328,0.309223,0.5020078,0.9984167666789655
0.8343014,0.3190357,0.4930241,1.020252599652292
0.8524711,0.3395819,0.4835022,1.0372064503018
0.863091,0.3669774,0.4606745,1.044901661086827
0.8571776,0.3791091,0.4252274,1.0292208166158174
0.8260138,0.3737003,0.396758,0.9896300432861413
0.8164652,0.3714193,0.3965745,0.980733936026372
0.8339383,0.3720978,0.410415,1.00117447690037
0.8574377,0.3742176,0.4157925,1.0237781129655488
0.874014,0.3799343,0.4194044,1.0412255256436282
0.8487889,0.3798774,0.4237474,1.021915502769544
0.8056898,0.3867132,0.4434993,0.9976847107071302
0.7878997,0.4064802,0.4662764,1.0017114212432092
0.8023935,0.4109999,0.4618227,1.0129345748258127
0.8261406,0.3927716,0.4623546,1.0249632173283487
0.8177763,0.3798555,0.4783233,1.0207063520155197
0.7906339,0.393274,0.4818265,1.0059439243851818
0.7608973,0.4178873,0.4782662,0.9911271637438962
0.747371,0.4353551,0.4806975,0.9895289592746945
0.7666948,0.4448097,0.4898882,1.0127522076304598
0.7713694,0.4383465,0.4988518,1.0178465128308147
0.7676095,0.4273613,0.5029171,1.0123179513869889
0.7636279,0.4264171,0.5098299,1.0123663564959229
0.7335827,0.4290914,0.523845,0.9983369127294903
0.7132586,0.4476969,0.5353906,0.9979045241464386
0.705209,0.4702471,0.5406648,1.0053708244714732
0.7075164,0.4684668,0.5396337,1.0056068462112269
0.7219236,0.4591459,0.5319369,1.007445039347249
0.7181341,0.4518833,0.5286383,0.9996867282446986
0.7264331,0.4400691,0.5246024,0.9982852997195641
0.7415759,0.4350663,0.5156088,1.0025317628354424
0.7374748,0.4424759,0.5116127,1.0007005333850583
0.7490573,0.4455577,0.5035991,1.006588573466533
0.7671012,0.4347021,0.4817617,1.0047410125861989
0.7719264,0.4248239,0.4553177,0.991796310217708
0.7634516,0.4216303,0.4555592,0.9839535762043299
0.7521111,0.4204409,0.47513,0.9839665512790666
0.7643231,0.420699,0.4737064,0.9927614029541892
0.7801468,0.4181841,0.4697565,1.0020868926072728
0.7866777,0.4073277,0.4706005,1.003116388792861
0.7873457,0.3938289,0.468887,0.9974314375197425
0.768578,0.3960163,0.4818178,0.989792626940881
0.7515247,0.4073738,0.4906951,0.985659408112427
0.7504976,0.4187588,0.4915328,0.9900555911962923
0.7523516,0.4393619,0.4913164,1.0002317801905367
0.7533446,0.4483995,0.4857757,1.0022815116821722
0.7566473,0.4430271,0.4854115,1.0022038077476807
0.761096,0.4478855,0.481776,1.0059705047874168
0.7536572,0.4506872,0.4794017,1.0004719472921617
0.7409619,0.4471832,0.4842649,0.9917206486636546
0.7389059,0.4479425,0.484117,0.990456299919416
0.7508273,0.4417789,0.4784957,0.9939156733994037
0.7756605,0.4289609,0.4642149,1.000575903353199
0.7878979,0.4226084,0.4555991,1.003469730732213
0.7787361,0.4248481,0.4600936,0.9993057301335664
0.7720674,0.4277785,0.4602011,0.9954233107810063
0.7723684,0.4286223,0.4553858,0.9938039284574649
0.7735264,0.4325222,0.452541,0.9950939160053186
0.7771575,0.4339003,0.4525878,0.9985384153126908
0.7827733,0.4317013,0.4514316,1.0014442276498179
0.7854019,0.4302747,0.452416,1.0033308023975442
0.7856816,0.4257271,0.4583686,1.0043111637928406
0.7849668,0.4260828,0.460745,1.0049902410387277
0.7786674,0.4333574,0.4603593,1.003021555627799
0.7719811,0.4394988,0.4609524,1.0007952483022737
0.7723207,0.4446132,0.4624048,1.0039812549673275
0.7741417,0.4435844,0.4589,1.003320338477323
0.7715772,0.4407974,0.4512072,0.9966050675861727
0.7714227,0.4394943,0.4503331,0.9955139992804671
0.774023,0.4333764,0.4509712,0.995139051507577
0.7748094,0.4326064,0.4499089,0.9949351345432174
0.7809285,0.4352777,0.4518347,1.0017337941557278
0.7853063,0.4349374,0.4533243,1.0056736288224624
0.7839298,0.4372828,0.453591,1.0057370301350548
0.7847569,0.4319163,0.4551633,1.004772965385808
0.7806671,0.4235446,0.4588126,0.999670021122135
0.7748599,0.4270189,0.4600752,0.9972071977479204
0.7717698,0.4319386,0.4618188,0.9977355272793687
0.7676861,0.4367984,0.4662367,0.9987549503269859
0.7678894,0.4456201,0.46127,1.0005005832363967
0.769691,0.4489616,0.4547423,1.0003905803059372
0.7715372,0.4462084,0.4578935,1.0020169881577108
0.7752625,0.44186,0.4585087,1.0032459476528874
0.7772036,0.4374475,0.4554189,1.0014050756743846
0.7784045,0.4356422,0.4543321,1.0010571158188228
0.778828,0.4331717,0.4525188,0.9994918907216456
0.7781287,0.4275635,0.4529858,0.9967401643846705
0.7751283,0.4267983,0.4550221,0.9950003928804199
0.7709299,0.4319562,0.4531518,0.9931090691740208
0.7738053,0.4347888,0.4525337,0.9962944808384818
0.7788033,0.4367446,0.4561272,1.0026626792196316
0.7786267,0.4378869,0.4585488,1.0041272215839685
0.7790285,0.4344539,0.4587635,1.0030451355595669
0.7783896,0.4320571,0.4580886,1.0012037117882304
0.7751554,0.4315525,0.4581904,0.9985198531113791
0.7748309,0.4308206,0.458508,0.9980976400348666
0.7761203,0.4331349,0.4558952,0.9989038968054634
0.7775649,0.4366478,0.4504901,0.9991045016187545
0.7782648,0.4369481,0.4460809,0.9978015385623836
0.7773009,0.4357441,0.4506843,0.9985919827898229
0.7769396,0.4351441,0.4588788,1.0017760642490965
0.7764137,0.431838,0.4580734,0.9995666719030051
0.7769777,0.4297252,0.4560527,0.9981694039538679
0.778446,0.4322279,0.4560461,1.0003885134184718
0.7778474,0.4347175,0.4504063,0.9984446492283385
0.7787906,0.438021,0.4444582,0.9979580585558694
0.7815221,0.4360223,0.4453668,0.9996218412119355
0.7815192,0.4310218,0.4501101,0.9995754869772917
0.7775217,0.4347168,0.4528185,0.9992813838531067
0.7739241,0.4357608,0.4557337,0.9982680966018799
0.7772874,0.4326424,0.4580744,1.0005934760989998
0.7812585,0.4337133,0.4553013,1.0028815205201609
0.7795149,0.4328127,0.4532284,1.000193128935537
0.7790943,0.431393,0.4526325,0.9989814957233892
0.7789236,0.430425,0.4523159,0.9982871974811508
0.7767622,0.4298631,0.4533558,0.9968316214306656
0.7780968,0.4316604,0.4521347,0.9980937421116767
0.7791863,0.4320685,0.4508795,0.9985523533196393
0.7789537,0.4336151,0.4501899,0.9987301275888847
0.7805825,0.4340981,0.4511497,1.000642919097492
0.7805962,0.4324045,0.4538408,1.0011371288786217
0.780303,0.4336097,0.4514864,1.0003649899551912
0.7798872,0.43259,0.4486745,0.9983320889233652
0.7785759,0.4311469,0.4488391,0.9967570512061753
0.7796643,0.4323949,0.4491236,0.9982754020396676
0.7811115,0.4320012,0.4505731,0.9998881590844547
0.7820473,0.4327458,0.4501278,1.0007406972776565
0.7815055,0.4338076,0.4496761,1.0005740728497916
0.779717,0.4333923,0.4513623,0.999757676464442
0.7803343,0.4342008,0.4514567,1.0006323532906678
0.7791219,0.4344711,0.4515939,0.9998665522518643
0.7767724,0.4321758,0.4523248,0.9973710484079834
0.7782209,0.4295134,0.4525286,0.9974425616517123
0.7802828,0.4302987,0.4513071,0.9988374831312349
0.7825454,0.431671,0.4487506,1.000047127040781
0.7831547,0.4325231,0.4486397,1.0008421936458263
0.7778195,0.4375056,0.4499376,0.9994289211871797
0.7739295,0.4394293,0.4522042,0.9982753223266516
0.7791959,0.4331381,0.4558753,1.0012877475523758
0.7842158,0.4289251,0.4573319,1.0040535987372685
0.7807225,0.4321362,0.4569724,1.0025433116421705
0.7782908,0.4347501,0.454925,1.0008501258628337
0.7798248,0.4318174,0.4528245,0.9998214907862554
0.7789306,0.4304391,0.4517899,0.998060525302539
0.7789432,0.4318573,0.4494008,0.9976042879970844
0.7792812,0.4319879,0.4503715,0.9983622701364971
0.7769513,0.433261,0.4527177,0.9981591719690702
0.7765642,0.4344866,0.4516717,0.9979167735247715
0.778952,0.4346405,0.4521498,1.0000590103510343
0.7813302,0.4341275,0.4525481,1.0018699269375742
0.7800865,0.4326703,0.4523644,1.0001860258830355
0.7787009,0.4335841,0.4528323,0.9997136366764785
0.783201,0.4345612,0.4498495,1.002303255305843
0.7851748,0.4345621,0.4477831,1.0029224246954795
0.7800973,0.4349555,0.4499522,1.0000975286102751
0.776109,0.4335368,0.4523251,0.9974454034809375
0.7775893,0.4330489,0.453258,0.9988089325940672
0.7798026,0.4334898,0.452762,1.0004993404869391
0.7787437,0.4332019,0.4525736,0.9994641063441247
0.779149,0.4334753,0.4529564,1.0000717475321708
0.7798127,0.4332318,0.4523571,1.0002122702371432
0.7794386,0.4329788,0.4506054,0.9990197189888496
0.7814291,0.4316531,0.4477322,0.9987091468406906
0.7811685,0.4298423,0.4464079,0.9971302028541459
0.7798954,0.431031,0.447809,0.9972750164238349
0.7793183,0.4335746,0.4492179,0.9985592962666062
0.7785516,0.4351335,0.450246,0.9991022055829974
0.7806371,0.4341711,0.4505576,1.000450387020456
0.7808669,0.4328908,0.4504929,1.0000457055508314
0.7794224,0.4357618,0.4517386,1.0007274287691728
0.7774132,0.4396901,0.4517176,1.000873347493083
0.7735995,0.4409072,0.4508711,0.9980681811516185
0.7753623,0.4391267,0.4516886,0.9990202932293918
0.7795769,0.4336623,0.4523219,1.0001990975173445
0.7805541,0.4288348,0.4555808,1.0003588626320508
0.7791848,0.4302556,0.4605442,1.0021725370593828
0.7757661,0.433558,0.4613617,1.001319229566725
0.7764542,0.4333658,0.4613826,1.001778890219813
0.7798359,0.4328469,0.4584879,1.0028517458801327
0.7806381,0.4320233,0.4508796,0.999666138573604
0.7799531,0.4305714,0.4501115,0.998157768656749
0.7775848,0.4321677,0.4539291,0.998728526648328
0.7769728,0.4325626,0.4540215,0.99846515077936
0.7765542,0.4316008,0.4541547,0.9977836276620147
0.774403,0.4340683,0.4528311,0.9965798014213914
0.7768752,0.4353505,0.4517192,0.9985566432976799
0.7796105,0.434428,0.4536832,1.0011736437084677
0.7778759,0.4337649,0.4529741,0.9992139108037027
0.7756545,0.4330505,0.4540624,0.9976699364089608
0.7745566,0.4333335,0.4570135,0.9982871270371366
0.7760563,0.433437,0.4561246,0.9990899181073994
0.777901,0.4332413,0.4569242,1.0008035343524373
0.7778388,0.4333933,0.4576994,1.0011751555200967
0.7779824,0.4332887,0.4570743,1.000955857157517
0.778797,0.4333718,0.4567552,1.001479504019568
0.7801571,0.4333094,0.4505551,0.999700972763746
0.7801023,0.4333287,0.4449522,0.9971538602411466
0.7787034,0.4333714,0.4481164,0.9974958964619755
0.778671,0.4332728,0.4509905,0.9987223220450668
0.7780593,0.4333941,0.4506342,0.9981372162387996
0.7777916,0.4329388,0.4550591,0.999737246514708
0.7812776,0.4315481,0.4595384,1.0038944127496328
0.7827161,0.4304001,0.4565003,1.0031357152346387
0.7785417,0.4320756,0.4538168,0.9993829049550977
0.7758356,0.4343463,0.4536806,0.9982002170744154
0.7763418,0.4333112,0.4521007,0.9974268040378552
0.7766487,0.432836,0.452875,0.9978105891063144
0.7776654,0.4336178,0.4540264,0.9994637775982479
0.7797722,0.4322787,0.4524999,0.9998328449628668
0.7808611,0.431724,0.4499535,0.9992936614586625
0.7786712,0.4333425,0.4467192,0.9968312814435198
0.7759036,0.4350278,0.4466245,0.9953637663015719
0.7762505,0.4353133,0.4477967,0.996285296708744
0.776633,0.4347757,0.4462873,0.9956711706887872
0.7763904,0.4369973,0.4465802,0.9965854546658255
0.7773692,0.4386926,0.4463557,0.9979917240768532
0.7780299,0.4368989,0.4446757,0.9969692333696712
0.777509,0.4373247,0.4475167,0.9980202077563259
0.7758227,0.4368302,0.449413,0.9973432358202114
0.7746883,0.4307167,0.44788,0.9931038879270284
0.7757641,0.4267952,0.4494886,0.9929773829860427
0.7769319,0.4307312,0.4525913,0.996991187888208
0.7767595,0.4355555,0.4546674,0.9998931738157132
0.7778613,0.4335502,0.4547909,0.9999343681865025
0.779093,0.4330984,0.4524528,0.9996367655100528
0.7748562,0.4372828,0.4525971,0.9982296893915198
0.7706567,0.4369943,0.4541313,0.9955455816420813
0.7738998,0.4372287,0.4567145,0.999338766912392
0.7766785,0.4381675,0.4610676,1.0038942086635723
0.7752276,0.4358022,0.4581225,1.0003887316102926
0.7756068,0.4361759,0.4527123,0.9983805639726466
0.7764795,0.4362063,0.4516969,0.9986122568592626
0.7768748,0.4357781,0.4497571,0.9978569317868469
0.7783065,0.4364071,0.4521179,1.0003113317228143
0.7769588,0.4348139,0.4559692,1.0003179573911938
0.7755532,0.4349625,0.4542024,0.9984863357113356
0.7768431,0.4365398,0.4553888,1.0007153232398762
0.7765386,0.4373767,0.45798,1.0020260752060548
0.7770384,0.4351336,0.4552031,1.000169879157101
0.7785585,0.4309019,0.4514507,0.9978163758309191
0.7785141,0.4320864,0.4501316,0.9976980095611747
0.7793449,0.4343699,0.4512786,0.9998540183446681
0.7794241,0.4347129,0.4519489,1.0003674531383104
0.7788389,0.4350326,0.4498694,0.9991125423456207
0.7793473,0.4334095,0.4487146,0.9982839280288449
0.778981,0.4334561,0.448689,0.9980067172665774
0.7783601,0.4353138,0.4486428,0.9983100278642352
0.7785035,0.4360954,0.4508333,0.9997487493377024
0.7792646,0.434735,0.4530148,1.0007348530241165
0.7795026,0.4327924,0.4539103,1.000483945573646
0.7788668,0.4359845,0.4544497,1.0016189426186888
0.7792068,0.438958,0.4540537,1.0030015580316562
0.779341,0.4366561,0.453631,1.0019091915484206
0.7787623,0.4344741,0.4511961,0.9994080168416251
0.7784109,0.4327471,0.4469289,0.9964632574522906
0.777508,0.4317396,0.4446944,0.9943193056878258
0.7775601,0.4313954,0.4442089,0.9939935850358291
0.7781284,0.4303241,0.4458046,0.9946880814147369
0.7775736,0.4322368,0.4517185,0.9977469408289107
0.7777595,0.4341759,0.4566266,1.0009627384716275
0.7775889,0.4320545,0.4510172,0.9973625735254457
0.7757975,0.4306769,0.444669,0.9925093816991656
0.7745761,0.4319543,0.4515203,0.9952000971120281
0.7747741,0.4349793,0.4575424,0.9994133005203903
0.7751607,0.4380482,0.4538375,0.9993642042588778
